title,topicDistribution,dominant_topic
科學研究,"[0.0004993671703346395,0.0006154581613773792,0.0005235739415036002,0.9978416392282703,0.0005199614985141394]",3
生活,"[0.0010465546216766183,0.8282719074633367,0.0010989113098417338,0.1684928034241056,0.0010898231810394768]",1
生活,"[0.0013316520313104707,0.0016200891138444438,0.001395709009696755,0.6702674875582973,0.325385062286851]",3
健康,"[0.0005882004098431467,0.0007264777152275235,0.0006197120460939513,0.9374770202441428,0.060588589584692654]",3
生活,"[0.0018624508583879752,0.6192801829801576,0.001958792300787149,0.3749654803890342,0.0019330934716332137]",1
生活,"[0.0007094764806086963,0.0008717966704317261,0.0007440124403349051,0.7609868426923218,0.23668787171630282]",3
健康,"[0.0009509722468365412,0.21313934611489257,0.0009957058072598871,0.7839296460883767,0.000984329742634188]",3
健康,"[0.26142829299577375,0.0024563957527998803,0.3203237309769381,0.41373490121666695,0.0020566790578212518]",3
健康,"[0.0005089517221778757,0.0006233594066105895,0.0005341920032626165,0.9978047596186504,0.0005287372492986605]",3
環境能源,"[0.3276876716693524,0.1337127130492168,0.000268343253797815,0.0002814285042844804,0.5380498435233485]",4
國際,"[0.0013317125270025775,0.6106703615701172,0.0014064687514728392,0.0014655284405410756,0.3851259287108663]",1
科學研究,"[0.0002603320000606453,0.2395928444144652,0.0002734085467703228,0.7596029964530374,0.00027041858566649455]",3
健康,"[0.001466063727413988,0.0017958260411340104,0.001532987394269655,0.9936894175828747,0.001515705254307637]",3
科學研究,"[0.000496162643339056,0.0006093993066446921,0.0005216363462802664,0.9978587271733201,0.0005140745304159752]",3
健康,"[0.07992296399738784,0.0011364389223149408,0.0009727239299719631,0.6215660396493924,0.29640183350093274]",3
健康,"[0.0007594025232065018,0.0009272179058334115,0.00079503703839658,0.8599158030188252,0.13760253951373827]",3
健康,"[0.0006661577709112577,0.0008204586706265351,0.0006992359681056932,0.9971241128541266,0.0006900347362298847]",3
國際,"[0.0006248487758592426,0.8727909167829303,0.0006572660486037729,0.0006851402030952975,0.12524182818951138]",1
國際,"[0.06220253241040028,0.27860404750723744,0.0007530928200107148,0.30797998892491096,0.35046033833744056]",4
國際,"[0.0005248343381011317,0.30674045140619355,0.2782667625486067,0.10212518107149195,0.3123427706356066]",4
國際,"[0.001542272298383655,0.9935394520993881,0.001624146799571728,0.001690670217292008,0.0016034585853644822]",1
科學研究,"[0.0008363005945194761,0.10375432146772647,0.0008794866281898162,0.8936586091374269,0.0008712821721373947]",3
國際,"[0.0013230171474480597,0.6876412044639647,0.03508052278539416,0.00144456913907055,0.2745106864641225]",1
健康,"[0.2045160250059179,0.0007464450054906838,0.0006414326955578499,0.7934629436269246,0.0006331536661091091]",3
健康,"[0.0008361442339658105,0.0010215180109248944,0.0008767923906315467,0.9963982858688175,0.0008672594956601968]",3
健康,"[0.0014224306732300229,0.18992660803622236,0.0014941233424736462,0.8056757381405266,0.0014810998075473775]",3
國際,"[0.08885327753571712,0.8165866152574811,0.000730799314624055,0.09311071839484747,0.0007185894973300982]",1
健康,"[0.0005060981230843172,0.0006195045300121753,0.0005313580570684673,0.9978161943508109,0.0005268449390241115]",3
生活,"[0.0004342404626317826,0.20245412446973568,0.0004579041070699033,0.030775633831332336,0.7658780971292303]",4
政治與政策,"[0.00020332178341331134,0.0002481565917614673,0.5422760247836943,0.45706106623078424,0.00021143061034666497]",2
科學研究,"[0.00039047010827731037,0.04746931495657204,0.0004107922641843279,0.7623444529112342,0.18938496975973207]",3
生活,"[0.000828665721023168,0.921816643324457,0.0008724431954303516,0.07561967092606159,0.0008625768330278298]",1
科技資安,"[0.0004257644567622515,0.9625475133164492,0.00044849603113366823,0.03613565301391911,0.0004425731817358119]",1
政治與政策,"[0.8794474752967744,0.0017347941131951117,0.11583683890924251,0.001532362024438088,0.0014485296563498049]",0
健康,"[0.0005751017416911852,0.0007026396427992054,0.0006042524526132254,0.8291460579863257,0.16897194817657069]",3
國際,"[0.00036556288098942783,0.7907044924085554,0.2081477267468964,0.0004015774938107682,0.00038064046974792303]",1
國際,"[0.0003265962292922154,0.9084781020397013,0.09049912874063906,0.0003576727876127199,0.00033850020275468635]",1
健康,"[0.0013401245157896897,0.0016474790207601342,0.0014220314138144725,0.8474658979678059,0.14812446708182989]",3
健康,"[0.0010368318369220304,0.0012712890326485491,0.0010944231854274418,0.995516119070498,0.00108133687450412]",3
健康,"[0.00037676203135618284,0.00046126705691162246,0.0003961612544392881,0.5610167753730804,0.4377490342842127]",3
科學研究,"[0.0006835733557819143,0.000843636941870514,0.0007179355756246541,0.7820425974094105,0.2157122567173124]",3
科學研究,"[0.001800597012079991,0.15736201356781557,0.0018950302136100685,0.30829959001570945,0.5306427691907849]",4
國際,"[0.000697637883407083,0.7024798374365653,0.11994341741589144,0.17615533555353116,0.0007237717106050223]",1
國際,"[0.0009419119477872107,0.9960426086192222,0.0009894314541199782,0.0010467324669889433,0.0009793155118817214]",1
政治與政策,"[0.0006101183396460697,0.9096355527969179,0.0006409992459549889,0.0006676681549298815,0.08844566146255103]",1
生活,"[0.000766742346786903,0.9747536633788031,0.0008089891211763477,0.0008378984928405833,0.02283270666039312]",1
科學研究,"[0.0013186741388452135,0.0855808008170641,0.0013881847535996352,0.36650365287550307,0.5452086874149881]",4
生活,"[0.0005478074401371114,0.8912843423653715,0.10700130592889925,0.0005987551774645666,0.0005677890881276448]",1
生活,"[0.0012814576212324827,0.17324582043592657,0.0013475142441659487,0.8227981230964398,0.0013270846022352626]",3
政治與政策,"[0.11537838906950479,0.8830935586315027,0.0005051564802280172,0.0005255099043103506,0.0004973859144540261]",1
政治與政策,"[0.005420459477590171,0.5337434549821576,0.4492903736261831,0.0059309389429251375,0.0056147729711440875]",1
政治與政策,"[0.0005985518630417701,0.0007373148742147786,0.9973825531821324,0.00066010982503283,0.0006214702555783833]",2
生活,"[0.0004544113412019124,0.9666442517025645,0.031931607159099915,0.0004983689074346787,0.0004713608896989495]",1
健康,"[0.0004982170419819002,0.000613194919738894,0.0005241270074372201,0.3987558191202006,0.5996086419106414]",4
國際,"[0.03990636939130998,0.3847215663728566,0.04921560696150958,0.10217890682081451,0.4239775504535094]",4
生活,"[0.0008534189016844127,0.4549133329509694,0.19992922166513175,0.0009411723703927473,0.34336285411182166]",1
國際,"[0.000667681806148269,0.9972063228933161,0.000701892698446001,0.0007324028231676141,0.0006916997789219001]",1
國際,"[0.00039512035925398073,0.7997535743534836,0.19900653653244307,0.00043382632873832606,0.00041094242608111144]",1
健康,"[0.0004609041664622183,0.0005661428338759272,0.0004894587696853011,0.9340505786259838,0.06443291560399278]",3
生活,"[0.07855144017484479,0.8098970589213348,0.10864038221803074,0.0014925569552500027,0.0014185617305395863]",1
健康,"[0.0006000947892626846,0.0007376520785571397,0.0006299447366593497,0.9498356949077545,0.04819661348776609]",3
生活,"[0.0009228220029038245,0.41868314108033877,0.0009704011951491173,0.4262574967281203,0.15316613899348783]",3
國際,"[0.0004899648441356723,0.9979457428354611,0.0005179020807360542,0.0005377410639640935,0.0005086491757031648]",1
國際,"[0.00048796837769783067,0.4586900401474691,0.5397818573459117,0.0005343469507794744,0.0005057871781418466]",2
科學研究,"[0.002460866647162153,0.003053326324790843,0.002589534777065666,0.6636418126420542,0.3282544596089271]",3
環境能源,"[0.07406802193180517,0.3930955286054293,0.0001608841236602224,0.17887774634223821,0.3537978189968671]",1
生活,"[0.0007147106124328794,0.602757508901561,0.20600489525871085,0.18977859048256024,0.0007442947447348972]",1
生活,"[0.0009599308976870175,0.6916357198697572,0.3053534093997656,0.00105152127136168,0.0009994185614286397]",1
國際,"[0.0004218789023417375,0.8790670260124092,0.11960852829267503,0.00046329937196039757,0.00043926742061381355]",1
生活,"[0.0005936507857886906,0.0977364754454036,0.21086472908469464,0.11089298271090599,0.5799121619732072]",4
生活,"[0.0004434063808606665,0.0005471753179045455,0.00046600361755392574,0.18938207003589128,0.8091613446477895]",4
健康,"[0.0005383896512946467,0.25266603240829444,0.0005670762719802516,0.6354404492589136,0.11078805240951695]",3
生活,"[0.0008781045208650771,0.772878459559345,0.22437293498510238,0.0009609522351508396,0.0009095486995367161]",1
健康,"[0.00048275575204365074,0.0005885294994379251,0.000505772568496247,0.8115783626015511,0.1868445795784711]",3
生活,"[0.00030292110948998354,0.10545815313310904,0.47277147987840473,0.09989089666787192,0.32157654921112444]",2
健康,"[0.00048342008833821557,0.0005984416302588297,0.0005091054024031311,0.7064428882740286,0.2919661446049712]",3
國際,"[0.0006397851318332775,0.812718266273594,0.1852735948633933,0.0007040553009714726,0.0006642984302079334]",1
生活,"[0.0011102333504422225,0.34788029720775865,0.0011659769717137726,0.33842091928262125,0.3114225731874642]",1
生活,"[0.1802605327336715,0.08565481170595404,0.0008982583712040641,0.7322976947166875,0.0008887024724828416]",3
健康,"[0.0023128193063382493,0.0028389032712133745,0.0024335514549546217,0.9899910249521926,0.0024237010153012307]",3
科技資安,"[0.000545950219960946,0.9016330282590991,0.09665088590840576,0.0006020200385455223,0.0005681155739888104]",1
國際,"[0.0003718370514375632,0.9984430388526999,0.00039154433501560756,0.0004079498323295049,0.0003856299285175025]",1
政治與政策,"[0.14055164851244437,0.0006086863601914808,0.3674645667782054,0.0005388906498086381,0.49083620769935]",4
健康,"[0.0008576151904819909,0.4022624873597738,0.0009041164219986968,0.42468658193665926,0.17128919909108614]",3
國際,"[0.0011101961050868105,0.8246184632015459,0.0011684811148145841,0.0012162309346271276,0.17188662864392557]",1
科學研究,"[0.0010555149392768649,0.15698359385138166,0.00111524016144935,0.6707837001885251,0.17006195085936698]",3
健康,"[0.0006057730807172159,0.055000328021787386,0.0006364798203130175,0.6684318428144963,0.275325576262686]",3
環境能源,"[0.0005463551430385306,0.8623161363664366,0.021923608215391008,0.0006026087678405673,0.11461129150729328]",1
科技資安,"[0.0003321778108240248,0.7767137054034159,0.0003495072280755846,0.22225926007178864,0.0003453494858958667]",1
政治與政策,"[0.045273364736014704,0.7006764213306685,0.17136263561206497,0.00012483458782685345,0.08256274373342494]",1
科學研究,"[0.001958499432420662,0.7065236266953502,0.002053553185828081,0.0021551858097434663,0.2873091348766577]",1
科學研究,"[0.0005396308045169069,0.508814706573814,0.0005691092910706753,0.0005945061884321782,0.48948204714216614]",1
政治與政策,"[0.17203396108879376,0.0007401813216700344,0.825939361715774,0.0006615150509611319,0.0006249808228010343]",2
健康,"[0.0004205174142716437,0.000516332801835361,0.00044242471027892353,0.6820995663498464,0.3165211587237676]",3
生活,"[0.0005426840608333961,0.4046078431610181,0.0005701739046713411,0.13329887634467527,0.460980422528802]",4
政治與政策,"[0.1750630872339895,0.00031526856638975596,0.8240734232636294,0.00028186202249295646,0.00026635891349825074]",2
政治與政策,"[0.00029605162820605117,0.0003638314772641321,0.9987089105391568,0.00032468977537886357,0.0003065165799940387]",2
科技資安,"[0.000684287376537893,0.997128577684968,0.0007202240785500885,0.0007538209222014747,0.0007130899377425208]",1
健康,"[0.00040297481658925656,0.0004975666740723105,0.00042476926077019827,0.8955734685239032,0.10310122072466513]",3
科技資安,"[0.0018257341741320231,0.992356550501583,0.0019186501728237955,0.00200627214826789,0.001892793003193443]",1
生活,"[0.0006141956983185399,0.5393396428437672,0.13850414459465155,0.27812425687823894,0.04341775998502369]",1
健康,"[0.0006343585505230759,0.0007800553057186519,0.0006678216039067942,0.3675365488704619,0.6303812156693896]",4
健康,"[0.0004885715810497065,0.0005968252251924729,0.0005131890767627733,0.1666509366446479,0.8317504774723472]",4
國際,"[0.1513309506903316,0.0009777833208953336,0.0008354253236400486,0.6763012644186518,0.1705545762464812]",3
健康,"[0.00041034830386393217,0.0005033343864152877,0.00042932618629302837,0.9104439689937361,0.08821302212969155]",3
健康,"[0.0005608395322444135,0.0006847087168761275,0.0005883173460881299,0.9975828096892494,0.0005833247155418987]",3
科學研究,"[0.0019514841140881546,0.002396577281733297,0.002050499328795119,0.9915690539145595,0.002032385360823847]",3
生活,"[0.000245078224828438,0.0002998985978595463,0.1665585540500391,0.4861743250677616,0.3467221440595113]",3
健康,"[0.0007169872391341095,0.0008780331392254525,0.0007571256252252614,0.909022760115881,0.08862509388053426]",3
生活,"[0.00045890384990252063,0.037889695327502415,0.26474476440619443,0.06364371342977392,0.6332629229866268]",4
健康,"[0.0003379594113960981,0.0004138846875513295,0.00035546779324399414,0.9257021869682086,0.07319050113960003]",3
國際,"[0.0005112863081700315,0.8246681519682754,0.17373017685733405,0.0005597203190932346,0.0005306645471273793]",1
生活,"[0.0004239698110843511,0.0005184047759385545,0.00044504236373489825,0.07183146745435605,0.9267811155948861]",4
生活,"[0.002253282753654005,0.0027589944111080047,0.9901900119057881,0.0024625819135788577,0.0023351290158710996]",2
政治與政策,"[0.0011226270415979412,0.8852725101989556,0.11121419750457125,0.0012254977248313931,0.0011651675300439694]",1
生活,"[0.0008080162193045002,0.0009979706651544902,0.0008494336230828599,0.4317615034884981,0.56558307600396]",4
生活,"[0.16229792765843418,0.0006037092868296747,0.0005144823444658012,0.2666068214538404,0.5699770592564299]",4
科技資安,"[0.06894971045029939,0.8035483493522859,0.12691857329934386,0.00030018562561052813,0.0002831812724599523]",1
生活,"[0.0007881770767156339,0.25583469580768897,0.3598820690407305,0.3826750052548245,0.000820052820040505]",3
科學研究,"[0.0011565802190730953,0.0014360287101665757,0.0012157120655068806,0.47106710430277016,0.5251245747024832]",4
國際,"[0.0009767764259760363,0.48232930871915225,0.0010247661400355707,0.0010699130442289016,0.5145992356706073]",4
政治與政策,"[0.08026839019031909,0.1969599156828558,0.2604158752066259,0.46195833820372345,0.00039748071647573174]",3
健康,"[0.00045639134931709115,0.28134657691850573,0.00047940593372911797,0.6447137629178703,0.07300386288057781]",3
生活,"[0.00040217333993981705,0.0004925425942555174,0.998249662320624,0.000439280964495499,0.00041634078068532505]",2
健康,"[0.000576740338782184,0.0007059820886849892,0.0006121760826303245,0.9975040019443628,0.0006010995455397452]",3
生活,"[0.0004799641680575187,0.000587703685419392,0.9979086450557987,0.0005267618452951459,0.0004969252454293187]",2
國際,"[0.0010117311684990236,0.9957583868817779,0.0010685149699150884,0.0011091732037616612,0.0010521937760464334]",1
生活,"[0.0009207041618206393,0.001126784263185527,0.0009663902577808913,0.0010131041443415,0.9959730171728715]",4
